City,Transport_Mode,Brand,Weather_Condition,Time_of_Day,Emergency_Alert,Speed_Limit_kmh,Past_Accidents_in_Region,accident_probability
Trincomalee,Car,Suzuki,Light Rain,Evening (18:00-22:00),None,50,17,0.3563
Negombo,Van,Isuzu,Light Rain,Midday (10:00-14:00),None,60,28,0.527
Batticaloa,Bus,Isuzu,Clear,Night (22:00-00:00),None,70,17,0.36
Matara,Three-Wheeler,TVS,Clear,Morning (06:00-10:00),None,100,10,0.5234
Matara,Car,Nissan,Windy,Evening (18:00-22:00),None,40,16,0.272
Kandy,Car,Suzuki,Light Rain,Morning (06:00-10:00),None,50,36,0.5651
Kurunegala,Truck,Isuzu,Overcast,Afternoon (14:00-18:00),None,50,9,0.2742
Colombo,Car,Nissan,Light Rain,Morning (06:00-10:00),Road Work,80,97,0.9516
Matara,Car,Mitsubishi,Clear,Evening (18:00-22:00),None,60,16,0.3409
Galle,Motorcycle,Suzuki,Clear,Afternoon (14:00-18:00),None,40,36,0.4924
Anuradhapura,Van,Toyota,Clear,Early Morning (00:00-06:00),None,70,17,0.4085
Jaffna,Motorcycle,Bajaj,Overcast,Afternoon (14:00-18:00),Police Checkpoint,30,11,0.3196
Kandy,Motorcycle,Suzuki,Clear,Midday (10:00-14:00),Accident Nearby,90,68,0.8942
Colombo,Van,Nissan,Clear,Morning (06:00-10:00),Road Work,50,130,0.9679
Galle,Bus,Toyota,Clear,Midday (10:00-14:00),Road Work,50,29,0.3896
Trincomalee,Truck,Isuzu,Windy,Afternoon (14:00-18:00),None,40,11,0.2904
Batticaloa,Car,Toyota,Overcast,Early Morning (00:00-06:00),Road Work,60,6,0.3851
Colombo,Car,Toyota,Clear,Midday (10:00-14:00),Police Checkpoint,50,90,0.8156
Jaffna,Bus,Toyota,Clear,Morning (06:00-10:00),None,80,24,0.4391
Jaffna,Motorcycle,Honda,Clear,Morning (06:00-10:00),None,70,29,0.5792
Trincomalee,Three-Wheeler,Bajaj,Light Rain,Midday (10:00-14:00),None,50,19,0.4779
Kurunegala,Car,Toyota,Light Rain,Midday (10:00-14:00),Police Checkpoint,50,20,0.3202
Trincomalee,Three-Wheeler,TVS,Clear,Afternoon (14:00-18:00),Flood Alert,70,7,0.4515
Trincomalee,Car,Nissan,Clear,Midday (10:00-14:00),Police Checkpoint,70,13,0.3737
Kandy,Bus,Ashok Leyland,Light Rain,Midday (10:00-14:00),None,80,22,0.5797
Trincomalee,Three-Wheeler,Bajaj,Clear,Morning (06:00-10:00),None,40,14,0.2771
Colombo,Motorcycle,Honda,Light Rain,Afternoon (14:00-18:00),None,50,96,0.9153
Negombo,Van,Mitsubishi,Fog,Evening (18:00-22:00),None,60,23,0.6204
Kurunegala,Car,Honda,Overcast,Morning (06:00-10:00),None,80,11,0.4352
Anuradhapura,Motorcycle,Suzuki,Clear,Afternoon (14:00-18:00),None,60,16,0.4539
Galle,Bus,Isuzu,Clear,Morning (06:00-10:00),Road Work,80,21,0.4994
Batticaloa,Car,Mitsubishi,Clear,Midday (10:00-14:00),None,80,5,0.3208
Anuradhapura,Bus,Toyota,Clear,Midday (10:00-14:00),None,60,0,0.2184
Galle,Van,Mitsubishi,Overcast,Morning (06:00-10:00),None,30,24,0.3227
Jaffna,Motorcycle,Bajaj,Overcast,Evening (18:00-22:00),None,90,28,0.7143
Matara,Bus,Isuzu,Clear,Evening (18:00-22:00),Accident Nearby,30,27,0.4123
Kurunegala,Van,Toyota,Light Rain,Afternoon (14:00-18:00),None,40,20,0.3332
Colombo,Car,Mitsubishi,Clear,Evening (18:00-22:00),Police Checkpoint,50,84,0.8205
Kandy,Car,Toyota,Clear,Early Morning (00:00-06:00),Police Checkpoint,30,50,0.4758
Galle,Car,Nissan,Clear,Early Morning (00:00-06:00),None,70,17,0.3944
Colombo,Car,Suzuki,Light Rain,Morning (06:00-10:00),None,50,107,0.9325
Colombo,Bus,Isuzu,Light Rain,Evening (18:00-22:00),None,70,119,0.9554
Negombo,Van,Toyota,Light Rain,Evening (18:00-22:00),None,60,38,0.5941
Kandy,Motorcycle,Yamaha,Clear,Midday (10:00-14:00),None,90,43,0.7492
Matara,Motorcycle,Suzuki,Clear,Night (22:00-00:00),None,60,16,0.3883
Trincomalee,Car,Nissan,Clear,Night (22:00-00:00),None,90,8,0.3941
Anuradhapura,Car,Suzuki,Clear,Night (22:00-00:00),None,40,9,0.2702
Galle,Car,Mitsubishi,Clear,Morning (06:00-10:00),None,30,23,0.2287
Matara,Motorcycle,Suzuki,Overcast,Morning (06:00-10:00),None,80,19,0.5656
Negombo,Three-Wheeler,Bajaj,Clear,Afternoon (14:00-18:00),None,70,35,0.5872
Batticaloa,Bus,Isuzu,Overcast,Midday (10:00-14:00),None,70,7,0.3222
Anuradhapura,Three-Wheeler,TVS,Clear,Afternoon (14:00-18:00),None,70,22,0.456
Negombo,Three-Wheeler,Bajaj,Windy,Midday (10:00-14:00),None,40,25,0.3655
Colombo,Car,Toyota,Clear,Midday (10:00-14:00),Traffic Jam,30,99,0.8449
Jaffna,Bus,Isuzu,Overcast,Evening (18:00-22:00),None,50,12,0.2644
Kandy,Motorcycle,Honda,Light Rain,Evening (18:00-22:00),None,50,14,0.378
Trincomalee,Car,Nissan,Clear,Afternoon (14:00-18:00),None,60,16,0.3605
Kurunegala,Car,Hyundai,Overcast,Morning (06:00-10:00),None,70,29,0.5245
Trincomalee,Van,Nissan,Overcast,Evening (18:00-22:00),None,50,11,0.2952
Colombo,Bus,Ashok Leyland,Clear,Morning (06:00-10:00),None,60,101,0.8981
Galle,Bus,Toyota,Overcast,Morning (06:00-10:00),None,80,28,0.5621
Galle,Bus,Ashok Leyland,Clear,Evening (18:00-22:00),Road Work,60,13,0.3798
Kandy,Car,Suzuki,Windy,Afternoon (14:00-18:00),None,40,38,0.4927
Matara,Bus,Ashok Leyland,Clear,Morning (06:00-10:00),None,80,22,0.4484
Matara,Three-Wheeler,TVS,Overcast,Evening (18:00-22:00),None,90,9,0.4973
Anuradhapura,Car,Suzuki,Clear,Early Morning (00:00-06:00),None,40,15,0.2584
Trincomalee,Car,Nissan,Clear,Evening (18:00-22:00),None,80,6,0.3346
Colombo,Car,Suzuki,Clear,Afternoon (14:00-18:00),None,80,111,0.9356
Kandy,Motorcycle,Suzuki,Light Rain,Midday (10:00-14:00),Flood Alert,50,44,0.8038
Colombo,Car,Nissan,Windy,Night (22:00-00:00),Flood Alert,70,59,0.8299
Batticaloa,Car,Suzuki,Light Rain,Morning (06:00-10:00),None,80,16,0.4551
Kurunegala,Bus,Toyota,Fog,Evening (18:00-22:00),None,50,18,0.4284
Matara,Three-Wheeler,Bajaj,Clear,Morning (06:00-10:00),None,30,12,0.2119
Jaffna,Car,Toyota,Overcast,Midday (10:00-14:00),Police Checkpoint,90,18,0.54
Negombo,Bus,Toyota,Clear,Morning (06:00-10:00),None,30,37,0.4102
Kurunegala,Motorcycle,Yamaha,Storm,Evening (18:00-22:00),Road Work,90,15,0.8122
Trincomalee,Car,Suzuki,Clear,Evening (18:00-22:00),None,60,12,0.2693
Colombo,Motorcycle,Bajaj,Light Rain,Morning (06:00-10:00),Flood Alert,30,110,0.9633
Batticaloa,Bus,Toyota,Light Rain,Morning (06:00-10:00),None,60,14,0.3387
Trincomalee,Motorcycle,Yamaha,Clear,Afternoon (14:00-18:00),Road Work,80,13,0.5478
Colombo,Truck,Hino,Windy,Afternoon (14:00-18:00),Police Checkpoint,50,90,0.8695
Batticaloa,Car,Toyota,Clear,Evening (18:00-22:00),None,50,7,0.2607
Colombo,Bus,Isuzu,Clear,Afternoon (14:00-18:00),None,70,102,0.9094
Batticaloa,Bus,Toyota,Overcast,Morning (06:00-10:00),None,80,6,0.3793
Colombo,Van,Toyota,Clear,Morning (06:00-10:00),None,40,26,0.3636
Matara,Truck,Isuzu,Heavy Rain,Morning (06:00-10:00),None,30,20,0.4976
Kurunegala,Motorcycle,Bajaj,Light Rain,Evening (18:00-22:00),None,50,31,0.54
Kandy,Motorcycle,Honda,Clear,Evening (18:00-22:00),None,40,15,0.3795
Trincomalee,Motorcycle,Suzuki,Clear,Afternoon (14:00-18:00),None,50,7,0.3535
Kurunegala,Motorcycle,Bajaj,Clear,Evening (18:00-22:00),None,60,28,0.5053
Kandy,Car,Hyundai,Light Rain,Afternoon (14:00-18:00),None,50,70,0.7897
Trincomalee,Car,Mitsubishi,Heavy Rain,Morning (06:00-10:00),Accident Nearby,50,12,0.4894
Jaffna,Bus,Ashok Leyland,Overcast,Afternoon (14:00-18:00),None,60,12,0.3125
Galle,Car,Mitsubishi,Overcast,Early Morning (00:00-06:00),None,70,23,0.4212
Batticaloa,Bus,Toyota,Overcast,Midday (10:00-14:00),Road Work,40,17,0.327
Galle,Bus,Isuzu,Clear,Early Morning (00:00-06:00),Accident Nearby,60,20,0.5161
Matara,Motorcycle,Suzuki,Overcast,Morning (06:00-10:00),None,60,12,0.4228
Negombo,Motorcycle,Yamaha,Storm,Evening (18:00-22:00),Accident Nearby,90,23,0.8452
Negombo,Motorcycle,Honda,Windy,Midday (10:00-14:00),None,60,19,0.48
Trincomalee,Bicycle,Giant,Windy,Afternoon (14:00-18:00),None,70,13,0.3431
Anuradhapura,Bus,Ashok Leyland,Clear,Evening (18:00-22:00),Accident Nearby,60,22,0.5039
Colombo,Bus,Ashok Leyland,Clear,Morning (06:00-10:00),None,40,108,0.8676
Batticaloa,Motorcycle,Bajaj,Clear,Afternoon (14:00-18:00),Accident Nearby,30,9,0.3393
Colombo,Bus,Isuzu,Light Rain,Afternoon (14:00-18:00),Police Checkpoint,70,92,0.9039
Batticaloa,Car,Toyota,Clear,Midday (10:00-14:00),Police Checkpoint,50,3,0.2038
Galle,Motorcycle,Suzuki,Overcast,Afternoon (14:00-18:00),None,70,31,0.6176
Trincomalee,Bus,Isuzu,Clear,Morning (06:00-10:00),None,60,12,0.3092
Colombo,Car,Suzuki,Windy,Afternoon (14:00-18:00),None,40,95,0.8661
Kandy,Motorcycle,Honda,Clear,Morning (06:00-10:00),None,50,84,0.8746
Kurunegala,Car,Hyundai,Windy,Midday (10:00-14:00),None,70,26,0.4635
Batticaloa,Car,Toyota,Clear,Evening (18:00-22:00),None,50,7,0.227
Batticaloa,Bus,Ashok Leyland,Overcast,Midday (10:00-14:00),None,60,9,0.3276
Trincomalee,Motorcycle,Yamaha,Clear,Morning (06:00-10:00),None,60,17,0.4687
Anuradhapura,Motorcycle,Honda,Heavy Rain,Evening (18:00-22:00),Flood Alert,100,14,0.7904
Colombo,Bus,Toyota,Overcast,Midday (10:00-14:00),None,40,64,0.6662
Galle,Van,Mitsubishi,Clear,Evening (18:00-22:00),None,60,31,0.4114
Colombo,Motorcycle,Yamaha,Fog,Afternoon (14:00-18:00),None,60,83,0.9326
Galle,Motorcycle,Honda,Heavy Rain,Early Morning (00:00-06:00),None,50,39,0.7512
Jaffna,Motorcycle,Honda,Light Rain,Afternoon (14:00-18:00),None,30,24,0.4122
Anuradhapura,Motorcycle,Yamaha,Overcast,Morning (06:00-10:00),None,60,11,0.3905
Trincomalee,Motorcycle,Suzuki,Light Rain,Morning (06:00-10:00),Accident Nearby,80,18,0.7121
Anuradhapura,Car,Suzuki,Clear,Midday (10:00-14:00),None,60,14,0.2751
Kurunegala,Three-Wheeler,Bajaj,Clear,Night (22:00-00:00),None,90,30,0.5924
Anuradhapura,Motorcycle,Yamaha,Clear,Evening (18:00-22:00),None,70,16,0.4942
Colombo,Van,Toyota,Heavy Rain,Afternoon (14:00-18:00),Traffic Jam,60,78,0.8836
Negombo,Three-Wheeler,Bajaj,Clear,Afternoon (14:00-18:00),Accident Nearby,50,21,0.4582
Anuradhapura,Three-Wheeler,TVS,Overcast,Early Morning (00:00-06:00),None,40,19,0.3546
Kandy,Bus,Ashok Leyland,Clear,Midday (10:00-14:00),None,50,40,0.4929
Matara,Truck,Mitsubishi,Clear,Morning (06:00-10:00),None,40,14,0.3048
Matara,Car,Honda,Heavy Rain,Afternoon (14:00-18:00),None,50,11,0.3642
Galle,Van,Toyota,Clear,Midday (10:00-14:00),Accident Nearby,40,28,0.47
Batticaloa,Car,Honda,Light Rain,Afternoon (14:00-18:00),None,30,20,0.3014
Batticaloa,Truck,Hino,Overcast,Night (22:00-00:00),None,70,6,0.3853
Negombo,Motorcycle,Honda,Overcast,Afternoon (14:00-18:00),None,60,27,0.5336
Matara,Car,Suzuki,Storm,Early Morning (00:00-06:00),Traffic Jam,60,26,0.6032
Negombo,Motorcycle,Bajaj,Clear,Night (22:00-00:00),None,50,26,0.4453
Kandy,Bus,Toyota,Clear,Morning (06:00-10:00),Accident Nearby,70,50,0.7304
Galle,Motorcycle,Bajaj,Clear,Afternoon (14:00-18:00),None,50,17,0.3772
Colombo,Bicycle,Local,Overcast,Afternoon (14:00-18:00),None,50,110,0.8954
Anuradhapura,Motorcycle,Suzuki,Clear,Evening (18:00-22:00),None,30,12,0.2923
Batticaloa,Three-Wheeler,Bajaj,Light Rain,Morning (06:00-10:00),None,50,15,0.3903
Jaffna,Motorcycle,Yamaha,Light Rain,Morning (06:00-10:00),None,100,24,0.7413
Matara,Car,Toyota,Clear,Morning (06:00-10:00),None,60,33,0.4514
Colombo,Motorcycle,Suzuki,Overcast,Evening (18:00-22:00),Flood Alert,40,114,0.9687
Galle,Three-Wheeler,Bajaj,Overcast,Evening (18:00-22:00),None,40,27,0.4128
Colombo,Bus,Isuzu,Overcast,Morning (06:00-10:00),None,100,104,0.956
Anuradhapura,Truck,Hino,Light Rain,Evening (18:00-22:00),Flood Alert,80,12,0.6301
Trincomalee,Motorcycle,Yamaha,Clear,Early Morning (00:00-06:00),None,80,14,0.5067
Trincomalee,Three-Wheeler,Bajaj,Heavy Rain,Night (22:00-00:00),Road Work,60,11,0.5446
Kurunegala,Car,Honda,Light Rain,Midday (10:00-14:00),Accident Nearby,30,25,0.4362
Batticaloa,Three-Wheeler,Bajaj,Clear,Evening (18:00-22:00),None,70,16,0.3508
Jaffna,Bus,Ashok Leyland,Fog,Evening (18:00-22:00),None,80,11,0.5268
Kurunegala,Motorcycle,Honda,Clear,Morning (06:00-10:00),None,50,33,0.5989
Galle,Car,Suzuki,Windy,Afternoon (14:00-18:00),None,50,34,0.464
Kandy,Motorcycle,Suzuki,Light Rain,Afternoon (14:00-18:00),None,80,43,0.763
Colombo,Motorcycle,Bajaj,Windy,Afternoon (14:00-18:00),None,50,46,0.6896
Kurunegala,Car,Hyundai,Overcast,Midday (10:00-14:00),None,70,19,0.4216
Kurunegala,Bus,Toyota,Fog,Morning (06:00-10:00),None,80,34,0.7323
Matara,Bus,Ashok Leyland,Clear,Evening (18:00-22:00),None,100,17,0.4631
Galle,Car,Nissan,Storm,Afternoon (14:00-18:00),None,60,17,0.5312
Negombo,Motorcycle,Suzuki,Light Rain,Evening (18:00-22:00),None,60,23,0.577
Galle,Car,Toyota,Clear,Midday (10:00-14:00),None,50,31,0.4015
Anuradhapura,Three-Wheeler,Bajaj,Clear,Midday (10:00-14:00),Police Checkpoint,90,17,0.5006
Batticaloa,Three-Wheeler,Bajaj,Light Rain,Midday (10:00-14:00),None,70,9,0.4483
Trincomalee,Car,Hyundai,Overcast,Afternoon (14:00-18:00),None,80,10,0.4059
Trincomalee,Bus,Isuzu,Overcast,Morning (06:00-10:00),Accident Nearby,40,10,0.2873
Trincomalee,Three-Wheeler,Bajaj,Light Rain,Midday (10:00-14:00),None,60,8,0.3923
Negombo,Bus,Ashok Leyland,Light Rain,Night (22:00-00:00),Road Work,40,41,0.5856
Kandy,Motorcycle,Bajaj,Overcast,Afternoon (14:00-18:00),None,60,40,0.6551
Anuradhapura,Motorcycle,Yamaha,Clear,Morning (06:00-10:00),None,40,20,0.3857
Negombo,Motorcycle,Suzuki,Clear,Early Morning (00:00-06:00),None,90,40,0.7386
Kurunegala,Motorcycle,Bajaj,Overcast,Afternoon (14:00-18:00),Accident Nearby,100,31,0.8261
Kandy,Motorcycle,Honda,Overcast,Morning (06:00-10:00),None,60,39,0.6431
Trincomalee,Motorcycle,Bajaj,Clear,Afternoon (14:00-18:00),None,70,14,0.4264
Colombo,Car,Nissan,Overcast,Midday (10:00-14:00),Traffic Jam,60,99,0.9024
Colombo,Bus,Toyota,Light Rain,Morning (06:00-10:00),Road Work,50,77,0.8532
Kurunegala,Three-Wheeler,Bajaj,Heavy Rain,Evening (18:00-22:00),None,60,26,0.6197
Galle,Car,Toyota,Light Rain,Night (22:00-00:00),None,70,16,0.4495
Galle,Motorcycle,Suzuki,Heavy Rain,Evening (18:00-22:00),None,40,33,0.5991
Trincomalee,Truck,Hino,Overcast,Midday (10:00-14:00),None,40,10,0.3536
Kandy,Van,Mitsubishi,Clear,Midday (10:00-14:00),None,80,47,0.6885
Kandy,Motorcycle,Suzuki,Heavy Rain,Early Morning (00:00-06:00),Police Checkpoint,30,48,0.7193
Galle,Car,Nissan,Storm,Evening (18:00-22:00),None,70,23,0.597
Kandy,Car,Hyundai,Fog,Early Morning (00:00-06:00),None,50,52,0.7349
Matara,Car,Nissan,Light Rain,Midday (10:00-14:00),None,30,14,0.2835
Colombo,Car,Mitsubishi,Overcast,Night (22:00-00:00),Police Checkpoint,80,121,0.9662
Galle,Van,Isuzu,Clear,Night (22:00-00:00),None,30,14,0.2533
Colombo,Motorcycle,Honda,Clear,Midday (10:00-14:00),None,80,103,0.9575
Colombo,Truck,Hino,Clear,Morning (06:00-10:00),None,50,148,0.978
Colombo,Bus,Ashok Leyland,Clear,Afternoon (14:00-18:00),None,60,74,0.7632
Batticaloa,Car,Nissan,Heavy Rain,Morning (06:00-10:00),Accident Nearby,70,7,0.5328
Kandy,Three-Wheeler,TVS,Light Rain,Morning (06:00-10:00),None,40,51,0.6643
Galle,Motorcycle,Honda,Clear,Evening (18:00-22:00),None,30,26,0.3845
Jaffna,Motorcycle,Suzuki,Heavy Rain,Evening (18:00-22:00),None,100,19,0.7664
Galle,Car,Toyota,Windy,Evening (18:00-22:00),None,60,28,0.5106
Kandy,Motorcycle,Yamaha,Light Rain,Afternoon (14:00-18:00),Traffic Jam,80,52,0.8249
Negombo,Three-Wheeler,Bajaj,Overcast,Afternoon (14:00-18:00),None,40,37,0.4547
Colombo,Car,Hyundai,Overcast,Evening (18:00-22:00),Traffic Jam,40,110,0.9074
Galle,Motorcycle,Honda,Overcast,Evening (18:00-22:00),None,90,23,0.6481
Trincomalee,Motorcycle,Honda,Clear,Evening (18:00-22:00),None,40,15,0.3305
Jaffna,Motorcycle,Bajaj,Overcast,Evening (18:00-22:00),None,70,29,0.6446
Colombo,Three-Wheeler,TVS,Windy,Evening (18:00-22:00),None,40,96,0.8858
Colombo,Motorcycle,Yamaha,Clear,Afternoon (14:00-18:00),Flood Alert,80,75,0.9352
Negombo,Van,Mitsubishi,Fog,Night (22:00-00:00),None,40,37,0.5489
Colombo,Truck,Isuzu,Windy,Morning (06:00-10:00),None,40,96,0.8732
Trincomalee,Motorcycle,Suzuki,Clear,Evening (18:00-22:00),Flood Alert,40,2,0.39
Colombo,Motorcycle,Bajaj,Clear,Midday (10:00-14:00),Accident Nearby,30,121,0.948
Colombo,Van,Toyota,Clear,Morning (06:00-10:00),Police Checkpoint,70,86,0.8783
Galle,Truck,Mitsubishi,Clear,Night (22:00-00:00),Accident Nearby,50,24,0.5082
Kandy,Bus,Toyota,Clear,Midday (10:00-14:00),None,90,49,0.7857
Colombo,Motorcycle,Honda,Fog,Midday (10:00-14:00),Flood Alert,50,104,0.9826
Trincomalee,Bus,Isuzu,Heavy Rain,Evening (18:00-22:00),None,90,15,0.5701
Anuradhapura,Bicycle,Giant,Clear,Morning (06:00-10:00),None,40,11,0.2091
Colombo,Car,Toyota,Clear,Evening (18:00-22:00),Road Work,70,112,0.9573
Galle,Motorcycle,Bajaj,Clear,Morning (06:00-10:00),None,40,23,0.4579
Batticaloa,Car,Hyundai,Fog,Morning (06:00-10:00),None,60,14,0.4133
Kandy,Car,Hyundai,Light Rain,Early Morning (00:00-06:00),None,30,52,0.5096
Jaffna,Car,Nissan,Windy,Early Morning (00:00-06:00),None,60,11,0.3144
Negombo,Bus,Ashok Leyland,Clear,Morning (06:00-10:00),None,30,37,0.3887
Trincomalee,Car,Suzuki,Fog,Afternoon (14:00-18:00),None,60,9,0.4347
Kurunegala,Motorcycle,Suzuki,Windy,Morning (06:00-10:00),None,60,30,0.6257
Trincomalee,Car,Toyota,Overcast,Evening (18:00-22:00),Flood Alert,40,14,0.3588
Kandy,Bus,Ashok Leyland,Clear,Morning (06:00-10:00),None,50,67,0.6349
Trincomalee,Bus,Ashok Leyland,Clear,Evening (18:00-22:00),None,70,11,0.3519
Jaffna,Car,Honda,Overcast,Evening (18:00-22:00),Accident Nearby,40,15,0.3313
Jaffna,Car,Honda,Light Rain,Evening (18:00-22:00),None,80,17,0.4226
Kurunegala,Three-Wheeler,Bajaj,Clear,Afternoon (14:00-18:00),Flood Alert,40,21,0.4767
Galle,Bus,Toyota,Overcast,Midday (10:00-14:00),None,80,30,0.5704
Matara,Motorcycle,Bajaj,Overcast,Morning (06:00-10:00),None,70,7,0.42
Kurunegala,Car,Hyundai,Clear,Evening (18:00-22:00),None,80,15,0.3865
Negombo,Car,Mitsubishi,Clear,Evening (18:00-22:00),Accident Nearby,50,18,0.3919
Anuradhapura,Motorcycle,Yamaha,Storm,Morning (06:00-10:00),None,60,19,0.6249
Colombo,Car,Hyundai,Clear,Midday (10:00-14:00),None,60,142,0.9667
Trincomalee,Truck,Hino,Clear,Evening (18:00-22:00),Road Work,60,12,0.4093
Colombo,Car,Toyota,Clear,Evening (18:00-22:00),None,80,95,0.9131
Matara,Car,Toyota,Heavy Rain,Midday (10:00-14:00),None,90,17,0.6011
Negombo,Motorcycle,Yamaha,Light Rain,Afternoon (14:00-18:00),Flood Alert,40,37,0.7288
Trincomalee,Car,Honda,Windy,Afternoon (14:00-18:00),Flood Alert,50,8,0.3783
Trincomalee,Van,Mitsubishi,Clear,Afternoon (14:00-18:00),None,60,13,0.321
Galle,Car,Hyundai,Clear,Morning (06:00-10:00),None,50,32,0.3521
Trincomalee,Car,Toyota,Clear,Midday (10:00-14:00),None,80,14,0.3966
Anuradhapura,Three-Wheeler,Bajaj,Clear,Morning (06:00-10:00),None,60,15,0.4016
Kandy,Motorcycle,Bajaj,Storm,Morning (06:00-10:00),Road Work,40,57,0.8342
Anuradhapura,Van,Nissan,Clear,Morning (06:00-10:00),None,50,0,0.1966
Kurunegala,Car,Honda,Clear,Afternoon (14:00-18:00),None,70,29,0.4832
Kandy,Bus,Isuzu,Light Rain,Morning (06:00-10:00),Road Work,70,36,0.7005
Kurunegala,Three-Wheeler,Bajaj,Clear,Evening (18:00-22:00),None,60,9,0.3045
Matara,Three-Wheeler,TVS,Heavy Rain,Morning (06:00-10:00),None,100,20,0.6772
Matara,Car,Hyundai,Clear,Evening (18:00-22:00),None,70,26,0.3908
Jaffna,Bus,Ashok Leyland,Fog,Midday (10:00-14:00),None,50,16,0.439
Kandy,Car,Suzuki,Light Rain,Morning (06:00-10:00),None,30,56,0.6531
Kurunegala,Car,Honda,Overcast,Afternoon (14:00-18:00),None,30,36,0.3934
Anuradhapura,Car,Honda,Light Rain,Afternoon (14:00-18:00),None,80,21,0.5156
Kurunegala,Bus,Ashok Leyland,Overcast,Evening (18:00-22:00),Police Checkpoint,60,37,0.5175
Colombo,Three-Wheeler,TVS,Overcast,Evening (18:00-22:00),None,80,118,0.9656
Kurunegala,Bus,Isuzu,Heavy Rain,Evening (18:00-22:00),None,60,24,0.4989
Trincomalee,Three-Wheeler,TVS,Light Rain,Early Morning (00:00-06:00),None,30,4,0.2523
Trincomalee,Bus,Toyota,Heavy Rain,Evening (18:00-22:00),Flood Alert,50,11,0.5277
Batticaloa,Motorcycle,Bajaj,Clear,Evening (18:00-22:00),None,70,7,0.4022
Kurunegala,Three-Wheeler,Bajaj,Clear,Evening (18:00-22:00),None,50,41,0.5045
Galle,Motorcycle,Bajaj,Fog,Evening (18:00-22:00),None,60,23,0.6805
Anuradhapura,Three-Wheeler,Bajaj,Clear,Midday (10:00-14:00),Police Checkpoint,30,14,0.2519
Galle,Car,Mitsubishi,Clear,Midday (10:00-14:00),None,70,29,0.4568
Galle,Three-Wheeler,TVS,Heavy Rain,Night (22:00-00:00),None,30,25,0.4782
Matara,Bicycle,Local,Heavy Rain,Afternoon (14:00-18:00),None,70,28,0.5621
Colombo,Bus,Isuzu,Windy,Afternoon (14:00-18:00),Flood Alert,40,84,0.872
Galle,Motorcycle,Bajaj,Windy,Morning (06:00-10:00),Police Checkpoint,80,26,0.6112
Trincomalee,Motorcycle,Yamaha,Clear,Morning (06:00-10:00),Accident Nearby,50,8,0.3729
Colombo,Truck,Isuzu,Overcast,Evening (18:00-22:00),Traffic Jam,50,66,0.7882
Kandy,Car,Nissan,Clear,Midday (10:00-14:00),Police Checkpoint,80,37,0.5161
Negombo,Motorcycle,Bajaj,Clear,Evening (18:00-22:00),None,70,27,0.5321
Trincomalee,Truck,Hino,Clear,Evening (18:00-22:00),None,80,10,0.3647
Jaffna,Motorcycle,Bajaj,Clear,Midday (10:00-14:00),Police Checkpoint,40,13,0.3163
Batticaloa,Truck,Isuzu,Heavy Rain,Afternoon (14:00-18:00),None,90,4,0.5462
Trincomalee,Car,Honda,Clear,Evening (18:00-22:00),None,70,12,0.3276
Kurunegala,Car,Honda,Heavy Rain,Morning (06:00-10:00),None,80,11,0.4682
Jaffna,Motorcycle,Suzuki,Clear,Night (22:00-00:00),None,60,22,0.449
Kurunegala,Bicycle,Local,Fog,Morning (06:00-10:00),None,30,24,0.4097
Kurunegala,Car,Mitsubishi,Clear,Afternoon (14:00-18:00),None,80,12,0.3602
Colombo,Motorcycle,Suzuki,Clear,Afternoon (14:00-18:00),None,40,92,0.8798
Anuradhapura,Car,Suzuki,Clear,Afternoon (14:00-18:00),None,50,9,0.2262
Colombo,Car,Mitsubishi,Heavy Rain,Afternoon (14:00-18:00),Accident Nearby,30,107,0.9426
Colombo,Motorcycle,Bajaj,Light Rain,Morning (06:00-10:00),None,70,133,0.9863
Colombo,Motorcycle,Suzuki,Light Rain,Midday (10:00-14:00),None,50,53,0.7595
Kurunegala,Car,Suzuki,Clear,Afternoon (14:00-18:00),Flood Alert,40,24,0.4405
Kandy,Bus,Toyota,Fog,Afternoon (14:00-18:00),None,50,42,0.6569
Kandy,Truck,Hino,Clear,Midday (10:00-14:00),None,50,53,0.6458
Trincomalee,Bus,Isuzu,Clear,Midday (10:00-14:00),None,90,13,0.425
Negombo,Bus,Toyota,Clear,Evening (18:00-22:00),None,50,20,0.3117
Colombo,Bus,Isuzu,Light Rain,Morning (06:00-10:00),None,50,92,0.8726
Batticaloa,Van,Mitsubishi,Overcast,Evening (18:00-22:00),None,80,7,0.3843
Colombo,Bus,Toyota,Clear,Early Morning (00:00-06:00),None,90,126,0.9673
Trincomalee,Three-Wheeler,TVS,Windy,Morning (06:00-10:00),None,60,12,0.3513
Colombo,Bus,Ashok Leyland,Light Rain,Night (22:00-00:00),Police Checkpoint,90,147,0.9862
Trincomalee,Car,Suzuki,Heavy Rain,Night (22:00-00:00),None,30,12,0.2655
Kandy,Bus,Toyota,Clear,Midday (10:00-14:00),None,90,36,0.5808
Trincomalee,Three-Wheeler,Bajaj,Fog,Morning (06:00-10:00),None,90,5,0.5637
Matara,Car,Honda,Clear,Afternoon (14:00-18:00),None,50,6,0.2088
Jaffna,Motorcycle,Suzuki,Clear,Midday (10:00-14:00),None,60,7,0.3756
Galle,Car,Suzuki,Clear,Night (22:00-00:00),Accident Nearby,80,27,0.599
Kurunegala,Car,Toyota,Clear,Morning (06:00-10:00),Road Work,70,28,0.4808
